"";"Codigo";"X";"Y";"Pais";"Clase";"Cita";"Fecha";"Autor(es)";"year";"Titulo";"Palabras Clave";"Resumen";"Tematica";"Link";"Tipo";"filtroE";"filtroP";"Bioma"
"254";"art254";-3,25;-80,033333;"Ecuador";"AVES";"Torres-Porras et al. 2017";NA;"Torres-Porras J; Seoane J; Cogalniceanu D;  Maza F; Aguirre N";2017;"Common birds of Jambelí Island (Ecuador).";"Gulf of Guayaquil; Mangrove; Neotropic; Species inventory";"Ecuador is one of the megadiverse countries and one with the highest species density worldwide; with a total of 1619 species of birds; representing 16% of the birds known in the world. Objective: We conducted a study of the common birds in the Jambelí Island (Ecuador); because it is part of an Important Bird and Biodiversity Area (IBA) that has been scarcely studied. Methodology: Census itineraries were carried out both on foot and by boat; and land uses were defined with GIS. Results: A total of 45 species were recorded highlighting the presence of a large population of Peruvian boobies and blue-footed boobies with more than 200 specimens of each species. Conclusions: We inventoried the species richness of an area considered important for the conservation of birds that has serious conservation problems; mainly the destruction of most of the mangrove forests for the construction of shrimp pools and pollution by plastic debris.";"Diversidad";"NA";"Artículo";NA;NA;"Bosques lluviosos"
"255";"art255";-3,086738;-80,358704;"Ecuador";"AVES";"Alava 2005";NA;"Alava J";2005;"Census; distribution and conservation status of Roseate Spoonbill (Platalea ajaja) in theGuayaquil Gulf Estuary; Ecuador.";"No aplica";"In this study; we examine the current status of the Roseate Spoonbill (Platalea ajaja) population in different mangrove areas of the Gulf of Guayaquil. The field study was conducted from December 1998 to January 2002. A total of 22 field trips were realized; including observations from a boat and an over-flight surveillance trip in an aircraft through mangrove conservation monitoring routes. Boat trips also followed line transects (n = 9) of 25 and 4 km established in three different areas (northwest; northeast and southeast) of the Gulf of Guayaquil to conduct the censuses. The mean number of recorded birds was 40.5 birds (95% CI:  16.0–64.8); ranging from 1 to 100 individuals.  Censusing of birds based on the Hayne model yield a number of 662 individuals in an area of 48;000 ha. The absolute and relative abundances were 0.7 birds/km and 0.014 birds/ha; respectively.  Individuals were mainly aggregated in the northwestern and northeastern areas of the Guayaquil Gulf Estuary; and followed by the southeastern part.  Wetland’s destruction such as mangrove areas; agriculture; urbanization and non-con-trolled hunting have negative impacts on aquatic bird populations; including Roseate spoonbills.  Field research is necessary for studying the relationship between the abundance of this species and disturbed and undisturbed mangrove areas.  On the short term; the Roseate Spoonbill population may become threatened because of habitat loss.";"Distribución";"NA";"Artículo";NA;NA;"Bosques lluviosos"
"256";"art256";-2,211;-79,547397;"Perú";"AVES";"Chapman 1926";NA;"Chapman F";1926;"The distribution of bird-life in Ecuador: a contribution to a study of the origin of Andean bird-life.";"No aplica";"No aplica";"Distribución";"http://digitallibrary.amnh.org/handle/2246/1244";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"257";"art257";-1,274603;-81,067395;"Ecuador";"AVES";"Ortiz-Crespo and Agnew 1992";NA;"Ortiz-Crespo F; Agnew P";1992;"The birds of La Plata Island; Ecuador.";"No aplica";"No aplica";"Diversidad";"https://bit.ly/3fa2bPR";"Artículo";NA;NA;"Bosques lluviosos"
"258";"art258";-2,01353;-79,626022;"Ecuador";"AVES";"Espinoza et al. 2018";NA;"Espinoza F; Testa E; Cruz C; Matecki A; Pérez J; Manosalvas D; Bohórquez C";2018;"Inventario Preliminar de Avifauna en la Región Centro-occidental del Ecuador";"Birds; Ecuador; List; Species; Diversity";"Latin America is considered one of the most important places for avian diversity in the world; mostly due to the fact that 5 of the 10 most biodiverse countries are located there. Within these countries; Ecuador stands out for having the highest biodiversity per area unit in the world; and also for having 48% of the bird species registered in the subcontinent.   The aim of this paper is to make a preliminary inventory for   central-western Ecuador; a region not commonly studied; through the monitoring of 23 selected sites.  These sites where located in the transition area of 4 biogeographical regions of Jama-Zapotillo; Equatorial Choco; Western Andes; and Equatorial Pacific Coastal Mountain Range; located in 5 provinces: Guayas; Santa Elena; Cañar; Bolívar; and Azuay. The preliminary inventory; registered 263 species from 61 families; including 32 regional endemics; 17 threatened species; 2 exotic species and 1 Ecuadorian endemic. We also registered eight new species for the monitoring sites; most of them in the site BUCAY (Protected Forest La Esperanza). Finally; we compiled several published bird inventories for the area; reaching a total of 568 species; representing 35% of the Ecuadorian species in an area not larger than 15.000 square kilometers.";"Diversidad";"https://revistas.uees.edu.ec/index.php/IRR/article/view/235/173";"Artículo";"Guayaquil flooded grasslands";"Ecuador";"Bosques secos"
"259";"art259";-2,2;-80,983333;"Ecuador";"AVES";"Camacho and Torres 2014";"7/30/2014";"Camacho C; Torres S";2014;"A night-lighting technique for capturing peruvian thick-knees (Burhinus superciliaris) and first data on molt sequence and biometrics.";"Burhinidae; selective capture; life history; population monitoring; Ecuador";"The Peruvian thick-knee Burhinus superciliaris (Tschudi; 1843) is an uncommon species with highly cryptic behavior; and is thus difficult to capture and monitor. As a result; many questions remain about their basic life-history strategies and conservation status. During January and February 2009; a night-lighting technique was developed for the selective capture of Peruvian Thick-knees in southwestern Ecuador; and the molt sequence and biometrics of free ranging individuals were documented for the first time. Birds were located (24 sightings) and captured (four individuals) along 48 km of unpaved roads using a lightweight LED flashlight and a 80-cm diameter hand-held net. On average; capture success was 0.29 birds captured/session (range; 0-2) out of 0.64 attempts per session (range; 0–4) and a capture rate of 0.44 birds/attempt (n = 9 attempts). The molt progress was sequential and highly symmetrical and no simultaneous growing of feathers from the same feather tract was observed; except in secondaries. In contrast to the rectrices; primary feathers were shed from the innermost to the outermost; whereas birds seemed to have two molting centers for secondaries. The high recapture opportunities of this method allows monitoring the molt sequence; weight gain; spatial use and other life-history parameters of the Peruvian Thick-knee and possibly other small and medium-sized birds.";"Ecología";"http://www.scielo.org.mx/pdf/azm/v31n1/v31n1a5.pdf";"Artículo";NA;NA;"Bosques lluviosos"
"260";"art260";-2,166667;-80,75;"Ecuador";"AVES";"Haase and Alava 2014";"1/22/2014";"Haase B; Alava J";2014;"First records of chewing lice (Phthiraptera: Menoponidae) in Pacific migratory shorebirds wintering in Ecuador";"Chewing lice; Actornithophilus umbrinus; Austromenopon sp; shorebirds; Ecuador";"Chewing lice were collected from small shorebirds (Charadriformes: Scolopacidae) overwintering in foraging grounds of coastal Ecuador. On 27 occasions at least one louse (3.7%) was collected from six host species. Based on external morphological characters; at least two species of chewing lice could be preliminary identified (family: Menoponidae); including Actornithophilus umbrinus (Burmeister; 1842) and Austromenopon sp. A. umbrinus was found in the Western Sandpiper (Calidris mauri); Least Sandpiper (C. minutilla); Stilt Sandpiper (C. himantopus); Semipalmated Plover (Charadrius semipalmatus) and Wilson’s phalarope (Phalaropus tricolor); while Austromenopon sp. is presumably the first record collected from the Surfbird (Aphriza virgata). These findings indicate that the distribution of these chewing lice species covers at least the regions around the equator (latitude 0º) until the Arctic in the north; but probably also includes the entire winter distribution area of the host species. This is the first study of chewing lice from Ecuador’s mainland coast and more research is required to understand the host-parasite ecology and ectoparasitic infection in shorebirds stopping over the region.";"Ecología";"https://www.scielo.br/pdf/rbpv/v23n2/0103-846X-rbpv-23-02-260.pdf";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"261";"art261";-2,150168;-80,042765;"Ecuador";"AVES";"Berg and Horstman 1996";NA;"Berg K; Horstman E";1996;"The Great Green Macaw Ara ambigua guayaquilensis in Ecuador: first nest with young";"No aplica";"No aplica";"H.Natural";"https://www.neotropicalbirdclub.org/wp-content/uploads/2014/12/Cotinga-05-1996-53-54.pdf";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"262";"art262";-3,333333;-79,766667;"Ecuador";"AVES";"Ramírez-Jaramillo 2018";"43444";"Ramírez-Jaramillo S";2018;"Registro de melanismo en el gavilán pico gancho (Chondrohierax uncinatusuncinatus); con una nota de depredación sobre el caracol africano (Achatina fulica) al sur de Ecuador.";"Food adaptation; invasive species; polymorphism";"This note describes the uncommon presence of an individual melanic (dark morph) Hook-billed Kite (Chondrohierax uncinatus uncinatus) in southern Ecuador. In addition the depredation of the giant African snail (Achatina fulica) is documented. The manipulation of the snail; its extraction of the shell; and swallowing while the individual posed in a branch of tree (Triplaris Cumingiana); surrounded by cacao crops (Theobroma cacao) is detailed. Five shells of giant African snail with perforations attributable to the Hook-billed Kite were dis-covered. This registry confirms the presence of the dark morph within the province in Ecua­dor. It is suggested to the Hook-billed Kite as a biological controller of the African snail.";"H.Natural";"http://www.scielo.org.mx/pdf/huitzil/v20n1/1870-7459-huitzil-20-01-e502.pdf";"Artículo";"Tumbes-Piura dry forests";"Ecuador";"Bosques secos"
"263";"art263";-3,698444;-79,80275;"Ecuador";"AVES";"Pozo-Zamora et al. 2014";"4/29/2014";"Pozo-Zamora G; Garzón C; Echeverría-Vaca G; León K";2014;"New data of the distribution of the Green-fronted Lancebill Doryfera ludovicae (Trochilidae) and of the Olive Finch Arremon castaneiceps (Emberizidae) in the province of El Oro; Ecuador";"Arremon castaneiceps; cloud forest; Doryfera ludovicae; southwestern; Ecuador";"We report new distribution records for Doryfera ludovicae (Trochilidae) and Arremon castaneiceps (Emberizidae); from southwestern Ecuador; based on mist-netting captures and visual observations. We suggest both species historically crossed from the eastern Andean slopes through the cordillera de Chilla as was been previously suggested in the literature for other taxa. There are no previous published reports of th ese species in the southwestern slopes of the Andes.";"Distribución";"https://revistas.usfq.edu.ec/index.php/avances/article/view/153/155";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"264";"art264";-3,655295;-79,768129;"Ecuador";"AVES";"Garzón-Santomaro et al. 2019";"43810";"Garzón-Santomaro C; Naranjo-Saltos E; Pozo-Zamora G";2019;"Depredación de nidos del perico de El Oro Pyrrhura orcesi por el tucanete lomirrojo Aulacorhynchus haematopygus; en la Reserva Buenaventura; Ecuador";"breeding season; endemism; endangered species; artificial nests; natural nests";"Nest predation is considered one of the main factors that regulate bird populations. Currently; the available information on nest predation is extensive; however; little is known about the identity of predators worldwide. Documentation of toucans depre¬dating nests of the Psittacidae family is scarce. Here we report the first predation event of the Crimson rumped Toucanet (Aulacorhynchus haematopygus) on nests of the El Oro parakeet (Pyrrhura orcesi) in the Buenaventura Reserve; Ecuador. Pyrrhura orcesi is an endemic and endangered species (en); inhabiting only a narrow strip of cloud forests in southwestern Ecuador. In the period 2002 to 2006 in Buenaventura Reserve; we conducted intensive searches for nests of P. orcesi; finding a total of 12 nests. The first known active nest for this species was located in December 2002. The nest was monitored and after a month the eggs were preyed on by a pair of A. haematopygus. We observed these types of predatory events in four more nests located in especially wooded areas of the Buenaventura Reserve. Four successful nests were located in wooded pastures. Although the number of identified nests was not representative; we believe that the nests located in wooded open areas are related to preventing preda¬tion; as is the case with other psittacids; although this hypothesis must be proven. Due to these predation events; in 2007 50 artificial nests were placed in wooded pastures; in an area of approximately 2;000 ha. This strategy increased cavity availability and the number of P. orcesi nesting groups. In 2019; artificial nests continue to be occu¬pied by P. orcesi; contributing more to our knowledge of its reproductive biology and promoting the conservation of this species.";"Ecología";"http://www.scielo.org.mx/pdf/huitzil/v21n1/1870-7459-huitzil-21-01-e532.pdf";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"265";"art265";-2,18793;-79,883095;"Ecuador";"AVES";"Zambrano et al. 2020";"1/20/2020";"Zambrano T; Villarreal P; Quiñonez O";2020;"Análisis de la Diversidad de la Avifauna en tres Parques Urbanos de Guayaquil.";"Birds; diversity; vegetation strata; Guayaquil; urban parks; richness";"Urban parks are birds ´ refuge; feeding and nesting places. They are; therefore; priority conservation areas. The avifauna richness; abundance and diversity in Centenario; Seminario and San Agustin parks were analyzed through the comparison of variables such as park surface area and bird distribution in vertical vegetation strata for conservation points establishment. Counting point methodology was used and birds were identified using the Aves del Ecuador field guide (Birds of Ecuador). It was determined that Centenario Park showed greater richness; since it registered a total of 20 birds observed; Seminario Park; 17 bird; and San Agustin Park; 7 birds. Three globally threatened species were recorded: Aratinga erythrogenys; Brotogeris pyrrhopterus and Conopias albovittata.";"Diversidad";"https://revistas.uees.edu.ec/index.php/IRR/article/view/404/344";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"266";"art266";0,477659;-79,804389;"Ecuador";"AVES";"Carrasco et al. 2013";"41466";"Carrasco L; Berg k; Litz J; Cook A; Karubian J";2013;"Avifauna of the Mache Chindul ecological reserve; northwest Ecuador.";"Avifauna;  conservation;  Chocó;  Ecuador;  endangered  species;  endemism;  Neotropical migration; Tropical Andes; Tumbesian";"We report on the avifauna of the 120;000 ha Mache Chindul Ecological Reserve (REMACH); northwest Ecuador. The study area is located in a poorly studied transition zone between three major Neotropical biogeographic regions - the Chocó; Tumbesian; and Tropical Andes - each of which contains exceptional diversity and endemism in birds and other organisms. We collected data from 1998–99 and2004–11 from the Bilsa Biological Station (a 3500 ha private reserve) and several farms; forest fragments; and communities distributed across the central portion of REMACH using observations (aural and visual); audio recordings; mist netting; point counts and photographs. We recorded 360 species of bird (263 genera; 51 families); including 57 threatened species on the Red List of Ecuador; 14 of which are also globally threatened; 23 ‘restricted range’ endemic species (15 Chocó and 8 Tumbesian); and 16migratory species. We recorded breeding activity for 130 species; and documented two distinctive peaks of reproduction; corresponding to the wet and dry seasons; respectively. Our results suggest that REMACH represents a transition zone between Chocó and Tumbesian biogeographic zones; and as such should be considered a priority for conservation of avifauna and other tax.";"Diversidad";"NA";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"267";"art267";-2,5;-79,7;"Ecuador";"AVES";"Alava et al. 2009";"7/13/2008";"Alava J; Costantino M; Astudillo E; Arosemena X; Peñafiel M";2009;"Population; Seasonality and Conservation Threats of theHorned Screamer (Anhima cornuta) in Southwestern Ecuador.";"Anhima cornuta; Ecuador; El Canclon Lagoon; wetland; population; habitat perturbation; cattle ranching";"A Horned Screamer (Anhima cornuta) population was studied to examine its conservation status and habitat deterioration in the El Canclon Lagoon wetland (Manglares Churute Ecologic Reserve) at coastal Ecuador from February 2001 to January 2002. Weekly censuses were conducted along 100m transects around the lagoon perimeter in five survey areas; showing different degree of perturbation; during the dry and wet seasons. At least 68screamers were observed in the lagoon. The abundance of screamers was lower (six-ten individuals) in more disturbed areas containing farms; agriculture fields and cattle ranching. Abundance was inversely associated with the presence of cattle and was not seasonally dependent during the dry and wet seasons. Screamers were significantly associated with vegetation coverage. Because the Horned Screamer strongly relies on the wetland vegetation; cattle over grazing jeopardizes its habitat and survival in this Ramsar wetland. Best management practices and the establishment of buffer zones (i.e. 100m) are needed to mitigate the agriculture expansion and cattle ranching around the El Canclon lagoon in order to protect this threatened Anseriformes species in Ecuador.";"Ecología";"https://doi.org/10.1675/063.032.0109";"Artículo";"South American Pacific mangroves";"Ecuador";"Bosques secos"
"268";"art268";-1,59;-80,728333;"Ecuador";"AVES";"Juiña et al. 2010";"5/25/2010";"Juiña M; Harris B; Greeney H; Hickman B";2010;"Descripción del nido y cuido parental de la Estrellita Esmeraldeña (Chaetocercus berlepschi) en el occidente del Ecuador.";"Chaetocercus berlepschi; Esmeraldas Woodstar; incubation; juveniles; nest construction";"The Esmeraldas Woodstar is a poorly known and endangered hummingbird endemic to coastal moist forests of western Ecuador. No detailed information has been published on the species’ breeding biology. We encountered 21 active Esmeraldas Woodstar nests in coastal Manabí and Santa Elena provinces during a study of the species’ natural history from October2007–May 2008. The nest is a tiny cup of balsa (Ochroma pyramidale) fibers and composite (Asteraceae) seeds held together with spider webs and camouflaged with lichens. Nests were placed an average of 7 m above the ground in thin vertical forks of small trees or shrubs; frequently near creeks or roads. The eggs are white and the clutch size is 2. Unlike most hummingbirds; male and female Esmeraldas Wood star fledglings have distinguishable plumages. We collected information on all phases of there productive period with field observations and 37 h of video recording. Our data suggest that the females pends 79.4% of the day building the nest (5.8 h filmed; n = 2); 66.5% of the day incubating (1.6 h; n = 1);28.2% of the day brooding (9.7 h; n =1); and 6.8% of the day feeding the nestlings (19.9 h; n = 1).";"H.Natural";"NA";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"269";"art269";-1,906373;-80,645731;"Ecuador";"AVES";"Parker et al. 2006";NA;"Parker T; Becker C; Sandercock B; Agreda A";2006;"Apparent Survival Estimates for Five Species of Tropical Birds in an Endangered Forest Habitat in Western Ecuador.";"No aplica";"Estimates of annual survival are essential for addressing topics in evolutionary and conservation ecology. However; most demographic studies of land birds are based on north temperate species; and few robust estimates of survival based on mark–recapture statistics are available for continental South American birds. We used time-since-marking models to estimate apparent survival of adult birds from 7 yr of mist netting data in the Colonche Hills. This site is one of few remaining large tracts of premontane forest in southwestern Ecuador; and an area of high priority for avian conservation. Species with sufficient data for analysis included three hummingbirds (Adelomyia melanogenys; Heliodoxa jacula; Phaethornis baroni); a cotinga (Schiffornis turdinus); and a wren (Henicorhina leucophrys). Our parameter estimates had reduced precision because the number of recaptures was small. Probability of recapture was low in three species (<U+2227>p<0.23); and moderate in two others(<U+2227>p=0.49–0.62). Adelomyia and Phaethornis had moderate apparent survival (<U+2227>f2+=0.36–0.48; probability that a bird neither died nor emigrated from our survey area in a given year). Adults of Adelomyia moved seasonally; and it is possible that permanent emigration from our survey area contributed to low estimates of apparent survival. The other three species had relatively high estimates of adult apparent survival ranging from<U+2227>f2+=0.62–0.70 in Heliodoxa and Schiffornis to a high of<U+2227>f2+=0.92 in Henicorhina.";"Ecología";"NA";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"270";"art270";-3,65;-79,75;"Ecuador";"AVES";"López-Lanús and Lowen 1999";NA;"López-Lanús B; Lowen J";1999;"Observations of breeding activity in El Oro Parakeet Pyrrhura orcesi.";"No aplica";"Pyrrhura orcesi is a poorly known and globally threatened parrot restricted to a small sector of the Tumbes endemic bird area in Ecuador.  The little information available on its ecology indicates a nesting season from March to May.  In December 1997 and January 1998 we observed a pair showing pre-nuptial behavior (pair bonding; nest hole claiming and copulation).  We believe that the breeding season may have been brought forward due to the El Niño weather phenomenon.";"H.Natural";"https://bit.ly/3vXghKn";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"271";"art271";-2,625258;-80,453745;"Ecuador";"AVES";"Herrera et al. 1998";"35833";"Herrera A; Piedrahita P; Calle P";1998;"Notas Ecológicas Preliminares sobre Macro-fauna Bentónica y su Relación con Aves Playeras.";"Birdlife; Charadrius vociferus; Ecuador; Haematopus palliatus; Numenius phaeopus; Olivella semistriata; sandy beach; Tringa incana";"Macrofauna studies in Ecuador have focused on species diversity and on population abundance of these organisms in sandy beaches. However; little is known about the relationship between microbenthic organism diversity and the foraging behavior of shore birds. Therefore; the aim of this work is to find out how macrobenthic diversity in sandy beaches relates to shore bird feeding behavior. This study was done in the sandy beach of El Pelado; Province of Guayas; Ecuador. We set two transects perpendicular to both the intertidal and the coastline zones. These transects were divided into three zones where samples were taken in order to evaluate macrofaunal diversity. On the other hand; shorebird surveys were done along the intertidal zone. We used binoculars and field guides to identify bird species when they were foraging. Our data showed a spatial pattern of macrofauna diversity related to the described zones; where polychaetes from the Opheliidae family and the gastropod Olivella Semistriata showed the highest densities (>700 ind/m2). This macrofauna diversity was associated to the shore bird species we observed (Haematopus palliatus; Charadrius vociferus; Numenius phaeopus and Tringa incana) since all shore birds were actively foraging by introducing their beaks into the sandy soil.";"Ecología";"https://revistas.uees.edu.ec/index.php/IRR/article/view/173/169";"Artículo";NA;NA;"Bosques lluviosos"
"272";"art272";-1,516667;-79,516667;"Ecuador";"AVES";"Martínez and Gastezzi 2014";"41647";"Martínez D; Gastezzi P";2014;"Registros nuevos de la distribución del Canclón (Anhima cornuta) en el suroeste tropical de Ecuador.";"Anhima cornuta; conservation; distribution; Ecuador; wetlands";"We provide the first records of the Horned Screamer (Anhima cornuta) for Los Ríos province; western Ecuador.  The Horned Screamer was found at two nearby localities situated in a mosaic of habitats including agroforestry systems; cattle pastures; rice fields;and natural wet-lands locally known as pajonales.  It is unclear whether these records represent a heretofore unknown population of the species; or indicate expansion from the Manglares-Churute Ecological Reserve in southern Guayas province; which until now included the only remnant population of the Pacific slope of the country.   More surveys are needed to document the status and possible spread of the species in southwestern Ecuador.";"Distribución";"https://bit.ly/3dawLpE";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"273";"art273";-2,387411;-80,721766;"Ecuador";"AVES";"González and Álvarez 2017";NA;"González T; Álvarez R";2017;"Distribución y abundancia de las Aves Marinas residentesy migratorias en El Estero de la Comuna El Real; Provincia de Santa Elena.";"Sea birds; distribution; abundance; habitat; georeferencing";"The estuary of the El Real Commune in the Province of Santa Elena-Ecuador; is used as a resting and feeding site for several species of seabirds. The study allowed to know the distribution and abundance of resident and migratory seabirds through 35 monitoring during the months of November; December 2014 and January; 2015. There were 12 species of birds with a total of 62020 ind.; Fregata magnificens; 816 ind.; Himantopus mexicanus; 182 ind.; Anas bahamensis; 119 ind.; Nictanassa violacea; 66 ind.; Egretta thula; 57 ind.; Actitis maculariu; 29 ind.; Pelecanus occidentalis; 20 ind.; Ardea alba; 15 ind.; Platalea ajaja; 14 ind.; Pelecanus thagus; 6 ind.; Jacana jacana; 1 ind.; Eudocimus albus. The Simpson; Shannon Wiener and Pielou Indexes for November 0.0344; 0.11; 0.0458; December 0.04195; 0.132; 0.0573 and January 0.04711; 0.1444; 0.0581; showed that the study site is a habitat that is not diverse in variety of species but abundant for a single species of the Fregatidae family whose groupings were georeferenced along the shores of the El Real estuary.";"Distribución";"https://incyt.upse.edu.ec/ciencia/revistas/index.php/rctu/article/view/245/pdf";"Artículo";"Ecuadorian dry forests";"Ecuador";"Bosques secos"
"274";"art274";-2,315232;-80,894711;"Ecuador";"AVES";"Rosales et al. 2016";NA;"Rosales D; Bautista M; Terán P; González T; Acosta F; Villón J";2016;"Comportamiento social y de forrajeo en aves de la familia laridae y fregatidae en las playas de Anconcito.";"Innate conduct; acquired conduct; Foraging; kleptoparasitism; anthropogenic influence";"The observation was performed in situ about social conduct and foraging of the following families: Laridae and Fregatidae in three areas defined in The Artisanal Fishing Port Anconcito between May and July 2016. Identifying the species Fregata Magnificens and Chroicocephalus cirrocephalus. The qualitative analysis concerning to observed characteristics morphophysiological contrasted with the references; Stipulating that the innate and acquired conduct have protagonism in their fixed pattern and/or variable social conduct.  Otherwise; the quantitative   analysis   of   the   variations   quantity   of   birds   and   registered   physical parameters   determined anthropogenic influence on the foraging ´s technique like ""the Kleptoparasitism"" and ""opportunism"".";"Ecología";"https://incyt.upse.edu.ec/ciencia/revistas/index.php/rctu/article/view/188/pdf";"Artículo";NA;NA;"Bosques lluviosos"
"275";"art275";-3,65;-79,75;"Ecuador";"AVES";"Garzón-Santomaro et al. 2019";NA;"Garzón-Santomaro C; Castro D; Monteros M; López K";2019;"Perico de El Oro; especie emblemática del patrimonio natural de El Oro.";"No aplica";"No aplica";"Distribución";"https://bit.ly/3feiZ8h";"Libro";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"276";"art276";-0,53652;-79,331393;"Ecuador";"AVES";"Aguilar et al. 2017";"9/28/2017";"Aguilar A; Lascano S; Chiriboga C; Villacís J; Pozo-Rivera W";2017;"Diversidad de aves en cercas vivas y potreros del trópico húmedo del Ecuador.";"Cattle farms; fragmentation; silvo pastoral systems; livestock systems";"The establishment of pastures has become one of the main driving deforestation in tropic humid forest of Ecuador; originating cattle systems; dominated by live fences and isolated trees in pastures. Landscape modification has changed bird populations; therefore it is important to evaluate how ornithological diversity changes in different types of cover tree in livestock systems. In this study; the avifauna of live fences and isolated trees in pastures of 7 livestock farms (3 meat and 4 mixed) was monitored. In each farm; mist nets were installed in live fences and isolated trees in pastures and the abundance and richness of the birds were evaluated. Relative abundance and diversity 0D (absolute species richness); 1D (Shannon index) and 2D (1-Simpson index) were estimated; and abundance and diversity between types of systems and coverages was compared. The interactions system*cover tree for all variables were no significant. However; mixed livestock systems presented greater relative abundance and higher values of diversity 0D; 1D and 2D than beef cattle systems. It can be concluded that live fences and isolated trees in pastures contribute to the increase of abundance and ornithological diversity; therefore it is important to manage and maintain cover tree in beef and mixed livestock systems.";"Diversidad";"NA";"Artículo";"Western Ecuador moist forests";"Ecuador";"Bosques lluviosos"
"277";"art277";-3,65;-79,75;"Ecuador";"AVES";"Hermes et al. 2016";"11/15/2016";"Hermes C; Döpper A; Martin Schaefer M; Segelbacher G";2016;"Effects of forest fragmentation on the morphological and genetic structure of a dispersal-limited; endangered bird species.";"El Oro Tapaculo; cloud forest; habitat fragmentation; wing morphology; genetic diversity; microsatellites";"Throughout the tropics; pristine forests disappear at an alarming pace.  This presents a severe threat to forest-dependent species. Especially dispersal-limited understory birds are affected by forest loss. We here explored the effects of habitat fragmentation on the genetic structure and the morphology of the Ecuadorian Tapaculo (Scytalopus robbinsi). This bird occurs only in a small range in the premontane cloud forests of southwestern Ecuador. The global population size is declining rapidly due to habitat loss and is currently estimated at only 3000 mature individuals. We caught a total of 28 Ecuadorian Tapaculos in forests of varying size in an area of about 40 km². From each bird; we took morphological measurements and a blood sample. This was used to develop a set of 10 species-specific microsatellite primers for genetic analysis and we found that the Ecuadorian Tapaculos display high levels of genetic diversity. Additionally; we identified dispersal corridors for the species across the landscape using a least-cost path analysis. Notably; we found that wing shape is related to forest size. Individuals in smaller fragments show adaptations of the wing morphology to enhanced mobility and better flight capacity. Our results suggest that the Ecuadorian Tapaculo may rapidly adapt its morphology to the level of habitat fragmentation. This potential can possibly mitigate the risk of local extinctions of the species due to human-caused forest loss and fragmentation.";"Ecología";"https://journal.espe.edu.ec/ojs/index.php/revista-serie-zoologica/article/view/1474";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
"278";"art278";-3,65;-79,75;"Ecuador";"AVES";"Hermes et al. 2017";"43044";"Hermes C; Jansen J; Schaefer M";2017;"Habitat requirements and population estimate of the endangered Ecuadorian Tapaculo Scytalopus robbinsi";"No aplica";"The Chocó-Tumbesian region of western Ecuador is one of the 25 global biodiversity hotspots harbouring high numbers of endemic species; which are heavily threatened by habitat loss and fragmentation. Moreover; ongoing climate change in the tropics drives species uphill as lower-lying areas are becoming constantly drier. Such upslope movement can pose major challenges for less mobile species; such as understorey birds which are confined to mature forests and unable to cross habitat gaps. Consequently; these species are threatened by a combination of upslope range shifts and forest fragmentation.  In our study; we investigated population numbers and habitat requirements of the Ecuadorian Tapaculo Scytalopus robbinsi; which is endemic to the premontane cloud forests of south-western Ecuador. Comparing the microhabitat structure within territories with control sites revealed that Ecuadorian Tapaculos prefer old secondary forests. Moreover; connectivity between forest fragments was the strongest predictor of the presence of territories within them. We estimated the mean upslope shift of the distribution range as 100 m per decade and developed a model of habitat availability for the revised range. Extrapolating the number of territories from the study area to the distributional range of the Ecuadorian Tapaculo showed that the global population size is smaller than previously assumed. Our results suggest that the Ecuadorian Tapaculo is strongly affected by forest loss and degradation. Therefore; to prevent a continuing decline in population numbers or even extinction; conservation measures focusing on restoring connectivity between fragments and increasing habitat quality and quantity for the remaining populations need to be prioritised.";"Ecología";"https://bit.ly/39fXZdH";"Artículo";"Eastern Cordillera real montane forests";"Ecuador";"Bosques secos"
