codigo,Pais,Provincia,Canton,Localidad,Clase,tematica,Codigo,Orden,Pais,Provincia,Canton,Localidad,X,Y,Clase,Tematica,filtroE,filtroP,Bioma
art238,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,AVES,Especies introducidas y parásitos,art238,Psittaciformes,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,-2.150168,-80.042765,AVES,Especies introducidas y parásitos,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art260,Ecuador,Santa Elena,Santa Elena,San Pablo,AVES,Especies introducidas y parásitos,art260,Charadriiformes,Ecuador,Santa Elena,Santa Elena,San Pablo,-2.166667,-80.75,AVES,Especies introducidas y parásitos,Ecuadorian dry forests,Ecuador,Bosques secos
Peces_009,Ecuador,Guayas,Samborondón,Samborondón,PECES,Especies introducidas y parásitos,Peces_009,NA,Ecuador,Guayas,Samborondón,Samborondón,-1.9391667,-79.756333,PECES,Especies introducidas y parásitos,Guayaquil flooded grasslands,Ecuador,Bosques secos
herp067,Peru,Piura,Piura,estuario de Virrilá,REPTILIA,Especies introducidas y parásitos,herp067,Testudines,Peru,Piura,Piura,estuario de Virrilá,-5.8,-80.85,REPTILIA,Especies introducidas y parásitos,NA,NA,Bosques lluviosos
art240,Ecuador,Santa Elena,Santa Elena,El Azúcar,AVES,Etnozoología y cacería,art240,Tinamiformes,Ecuador,Santa Elena,Santa Elena,El Azúcar,-2.248034,-80.580096,AVES,Etnozoología y cacería,Ecuadorian dry forests,Ecuador,Bosques secos
art229,Ecuador,Loja,Zapotillo,Reserva Natural La Ceiba,AVES,Etnozoología y cacería,art229,Tinamiformes,Ecuador,Loja,Zapotillo,Reserva Natural La Ceiba,-4.276719,-80.329128,AVES,Etnozoología y cacería,Eastern Cordillera real montane forests,Ecuador,Bosques secos
Peces_005,Ecuador,Los Ríos,Babahoyo,Babahoyo,PECES,Etnozoología y cacería,Peces_005,NA,Ecuador,Los Ríos,Babahoyo,Babahoyo,-1.799133,-79.539048,PECES,Etnozoología y cacería,Guayaquil flooded grasslands,Ecuador,Bosques secos
Peces_005,Ecuador,Los Ríos,Los Ríos,Colorado,PECES,Etnozoología y cacería,Peces_005,NA,Ecuador,Los Ríos,Los Ríos,Colorado,-1.083124,-79.649989,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_007,Ecuador,Guayas,Guayaquil,El humedal Abras de  Mantequilla,PECES,Etnozoología y cacería,Peces_007,NA,Ecuador,Guayas,Guayaquil,El humedal Abras de  Mantequilla,-1.4666667,-79.583055,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_010,Ecuador,Santa Elena,San Vicente,Embalse Chongón,PECES,Etnozoología y cacería,Peces_010,NA,Ecuador,Santa Elena,San Vicente,Embalse Chongón,-2.223725,-80.118538,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_011,Ecuador,Santa Elena,San Vicente,Embalse Chongón,PECES,Etnozoología y cacería,Peces_011,NA,Ecuador,Santa Elena,San Vicente,Embalse Chongón,-2.223726,-80.118539,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_012,Ecuador,Santa Elena,San Vicente,Embalse Chongón,PECES,Etnozoología y cacería,Peces_012,NA,Ecuador,Santa Elena,San Vicente,Embalse Chongón,-2.223727,-80.11854,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_005,Ecuador,Los Ríos,Los Ríos,Mocache,PECES,Etnozoología y cacería,Peces_005,NA,Ecuador,Los Ríos,Los Ríos,Mocache,-1.8451639,-79.6220333,PECES,Etnozoología y cacería,Guayaquil flooded grasslands,Ecuador,Bosques secos
Peces_005,Ecuador,Los Ríos,Palenque,Palenque,PECES,Etnozoología y cacería,Peces_005,NA,Ecuador,Los Ríos,Palenque,Palenque,-1.440575,-79.745937,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_014,Ecuador,Guayas,El Triunfo,Río Dos Bocas,PECES,Etnozoología y cacería,Peces_014,NA,Ecuador,Guayas,El Triunfo,Río Dos Bocas,-3.7443306,-80.010636,PECES,Etnozoología y cacería,Eastern Cordillera real montane forests,Ecuador,Bosques secos
Peces_005,Ecuador,Los Ríos,Los Ríos,San Pablo,PECES,Etnozoología y cacería,Peces_005,NA,Ecuador,Los Ríos,Los Ríos,San Pablo,-1.821047,-79.457153,PECES,Etnozoología y cacería,Ecuadorian dry forests,Ecuador,Bosques secos
Peces_006,Ecuador,Los Ríos,Valencia,Valencia,PECES,Etnozoología y cacería,Peces_006,NA,Ecuador,Los Ríos,Valencia,Valencia,-0.924625,-79.35361,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_005,Ecuador,Los Ríos,Ventanas,Ventanas - Catarama - Caracol,PECES,Etnozoología y cacería,Peces_005,NA,Ecuador,Los Ríos,Ventanas,Ventanas - Catarama - Caracol,-1.444191,-79.454444,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_018,Ecuador,Los Ríos,San Lorenzo,Vinces,PECES,Etnozoología y cacería,Peces_018,NA,Ecuador,Los Ríos,San Lorenzo,Vinces,-1.1931778,-79.50605,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
Peces_005,Ecuador,Los Ríos,Vinces,Vinces,PECES,Etnozoología y cacería,Peces_005,NA,Ecuador,Los Ríos,Vinces,Vinces,-1.557339,-79.758733,PECES,Etnozoología y cacería,Western Ecuador moist forests,Ecuador,Bosques lluviosos
herp092,Peru,Tumbes,Tumbes,Baja de Punta Mero,REPTILIA,Etnozoología y cacería,herp092,Testudines,Peru,Tumbes,Tumbes,Baja de Punta Mero,-3.897296,-80.862095,REPTILIA,Etnozoología y cacería,Tumbes-Piura dry forests,Peru,Bosques secos
herp092,Peru,Tumbes,Tumbes,Canoas,REPTILIA,Etnozoología y cacería,herp092,Testudines,Peru,Tumbes,Tumbes,Canoas,-3.921238,-80.899389,REPTILIA,Etnozoología y cacería,Tumbes-Piura dry forests,Peru,Bosques secos
herp092,Peru,Tumbes,Tumbes,Punta Picos,REPTILIA,Etnozoología y cacería,herp092,Testudines,Peru,Tumbes,Tumbes,Punta Picos,-3.749404,-80.786408,REPTILIA,Etnozoología y cacería,NA,NA,Bosques lluviosos
herp052,Ecuador,El Oro,Arenillas,Reserva Ecológica Militar Arenillas,AMPHIBIA,Historia natural,herp052,Anura,Ecuador,El Oro,Arenillas,Reserva Ecológica Militar Arenillas,-3.60722,-80.15028,AMPHIBIA,Historia natural,Tumbes-Piura dry forests,Ecuador,Bosques secos
herp030,Peru,Tumbes,Tumbes,Tumbes,AMPHIBIA,Historia natural,herp030,Anura,Peru,Tumbes,Tumbes,Tumbes,-3.559296,-80.427112,AMPHIBIA,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art167,Ecuador,Loja,Zapotillo,Achiotes,AVES,Historia natural,art167,Tinamiformes,Ecuador,Loja,Zapotillo,Achiotes,-4.116667,-80.4,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art167,Ecuador,Manabí,Puerto López,Agua Blanca,AVES,Historia natural,art167,Tinamiformes,Ecuador,Manabí,Puerto López,Agua Blanca,-1.55,-80.733333,AVES,Historia natural,Ecuadorian dry forests,Ecuador,Bosques secos
art031,Ecuador,Loja,Puyango,Alamor,AVES,Historia natural,art031,Passeriformes,Ecuador,Loja,Puyango,Alamor,-4.021021,-80.022932,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art050,Ecuador,Loja,Puyango,Alamor,AVES,Historia natural,art050,Piciformes,Ecuador,Loja,Puyango,Alamor,-4.021021,-80.022932,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art171,Ecuador,Santa Elena,Santa Elena,Ancón,AVES,Historia natural,art171,Tinamiformes,Ecuador,Santa Elena,Santa Elena,Ancón,-2.324704,-80.854749,AVES,Historia natural,Ecuadorian dry forests,Ecuador,Bosques secos
art172,Ecuador,Santa Elena,Santa Elena,Ancón,AVES,Historia natural,art172,Passeriformes,Ecuador,Santa Elena,Santa Elena,Ancón,-2.324704,-80.854749,AVES,Historia natural,Ecuadorian dry forests,Ecuador,Bosques secos
art207,Ecuador,El Oro,Jambelí,Archipiélago de Jambelí,AVES,Historia natural,art207,Falconiformes,Ecuador,El Oro,Jambelí,Archipiélago de Jambelí,-3.37848,-80.13043,AVES,Historia natural,South American Pacific mangroves,Ecuador,Bosques secos
art212,Ecuador,Guayas,Guayaquil,Área nacional de recreación Isla Santay,AVES,Historia natural,art212,Coraciiformes,Ecuador,Guayas,Guayaquil,Área nacional de recreación Isla Santay,-2.223793,-79.874174,AVES,Historia natural,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art268,Ecuador,Santa Elena,Santa Elena,Atamari,AVES,Historia natural,art268,Apodiformes,Ecuador,Santa Elena,Santa Elena,Atamari,-1.7,-80.8,AVES,Historia natural,Ecuadorian dry forests,Ecuador,Bosques secos
art050,Peru,Tumbes,Tumbes,Bosque Nacional de Tumbes,AVES,Historia natural,art050,Trogoniformes,Peru,Tumbes,Tumbes,Bosque Nacional de Tumbes,-3.810648,-80.321311,AVES,Historia natural,Eastern Cordillera real montane forests,Peru,Bosques secos
art125,Peru,Lambayeque,Ferreñafe,Bosque Pomac,AVES,Historia natural,art125,Passeriformes,Peru,Lambayeque,Ferreñafe,Bosque Pomac,-6.485447,-79.77366,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art163,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,AVES,Historia natural,art163,Piciformes,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,-2.18345,-80.016285,AVES,Historia natural,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art169,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,AVES,Historia natural,art169,Passeriformes,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,-2.18345,-80.016285,AVES,Historia natural,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art205,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,AVES,Historia natural,art205,Passeriformes,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,-2.150168,-80.042765,AVES,Historia natural,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art208,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,AVES,Historia natural,art208,Passeriformes,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,-2.150168,-80.042765,AVES,Historia natural,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art261,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,AVES,Historia natural,art261,Psittaciformes,Ecuador,Guayas,Guayaquil,Bosque Protector Cerro Blanco,-2.150168,-80.042765,AVES,Historia natural,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art119,Peru,Piura,Talara,Bosque Seco de Talara,AVES,Historia natural,art119,Passeriformes,Peru,Piura,Talara,Bosque Seco de Talara,-4.393909,-81.034943,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art128,Peru,Piura,Sechura,Caleta  Puerto Rico,AVES,Historia natural,art128,Pelecaniformes,Peru,Piura,Sechura,Caleta  Puerto Rico,-5.813056,-81.0295,AVES,Historia natural,NA,NA,Bosques lluviosos
art167,Ecuador,Manabí,Puerto López,Cantalapiedra,AVES,Historia natural,art167,Galliformes,Ecuador,Manabí,Puerto López,Cantalapiedra,-1.666667,-80.75,AVES,Historia natural,Ecuadorian dry forests,Ecuador,Bosques secos
art005,Peru,Trujillo,Libertad,Cartavia,AVES,Historia natural,art005,Passeriformes,Peru,Trujillo,Libertad,Cartavia,-7.889363,-79.221051,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art006,Peru,Trujillo,Libertad,Cartavia,AVES,Historia natural,art006,Passeriformes,Peru,Trujillo,Libertad,Cartavia,-7.889363,-79.221051,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art008,Peru,Trujillo,Libertad,Cartavia,AVES,Historia natural,art008,Apodiformes,Peru,Trujillo,Libertad,Cartavia,-7.889363,-79.221051,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art009,Peru,Trujillo,Libertad,Cartavia,AVES,Historia natural,art009,Passeriformes,Peru,Trujillo,Libertad,Cartavia,-7.889363,-79.221051,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art170,Ecuador,Loja,Paltas,Catacocha,AVES,Historia natural,art170,Passeriformes,Ecuador,Loja,Paltas,Catacocha,-4.05,-79.666667,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art160,Ecuador,Loja,Celica,Celica,AVES,Historia natural,art160,Culumbiformes,Ecuador,Loja,Celica,Celica,-4.102463,-79.954353,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art170,Ecuador,Loja,Celica,Celica,AVES,Historia natural,art170,Passeriformes,Ecuador,Loja,Celica,Celica,-4.116667,-79.966667,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art208,Ecuador,Loja,Celica,Celica,AVES,Historia natural,art208,Passeriformes,Ecuador,Loja,Celica,Celica,-4.1,-79.95,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art181,Peru,La Libertad,Ascope,Cerro Campana,AVES,Historia natural,art181,Strigiformes,Peru,La Libertad,Ascope,Cerro Campana,-7.966667,-79.1,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art231,Ecuador,El Oro,Saraguro,Cerro de Arcos,AVES,Historia natural,art231,Passeriformes,Ecuador,El Oro,Saraguro,Cerro de Arcos,-3.563611,-79.470556,AVES,Historia natural,Northern Andean páramo,Ecuador,Bosques lluviosos
art221,Ecuador,Santa Elena,Dos Mangas,Cerro La Culebra,AVES,Historia natural,art221,Passeriformes,Ecuador,Santa Elena,Dos Mangas,Cerro La Culebra,-1.837059,-80.698473,AVES,Historia natural,Western Ecuador moist forests,Ecuador,Bosques lluviosos
art173,Peru,La Libertad,Chepén,Chepén,AVES,Historia natural,art173,Charadriiformes,Peru,La Libertad,Chepén,Chepén,-7.237122,-79.433898,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art031,Peru,Cajamarca,Hualgayoc,Chugur,AVES,Historia natural,art031,Passeriformes,Peru,Cajamarca,Hualgayoc,Chugur,-6.671203,-78.738357,AVES,Historia natural,Peruvian Yungas,Peru,Bosques lluviosos
art154,Ecuador,El Oro,Chilla,Cordilera Chilla,AVES,Historia natural,art154,Galliformes,Ecuador,El Oro,Chilla,Cordilera Chilla,-3.526809,-79.548199,AVES,Historia natural,Northern Andean páramo,Ecuador,Bosques lluviosos
art076,Peru,Piura,Piura,Coto de Caza el Angolo,AVES,Historia natural,art076,Trogoniformes,Peru,Piura,Piura,Coto de Caza el Angolo,-4.300268,-80.76578,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art104,Peru,Piura,Piura,Coto de Caza el Angolo,AVES,Historia natural,art104,Falconiformes,Peru,Piura,Piura,Coto de Caza el Angolo,-4.300268,-80.76578,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art162,Ecuador,Loja,Zapotillo,El Faique,AVES,Historia natural,art162,Strigiformes,Ecuador,Loja,Zapotillo,El Faique,-4.119167,-80.405833,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art167,Ecuador,Loja,Zapotillo,El Faique,AVES,Historia natural,art167,Tinamiformes,Ecuador,Loja,Zapotillo,El Faique,-4.116667,-80.4,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art167,Ecuador,Loja,Puyango,El Limo,AVES,Historia natural,art167,Accipitriformes,Ecuador,Loja,Puyango,El Limo,-3.966667,-80.116667,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art241,Ecuador,El Oro,Balsas,El Palmal,AVES,Historia natural,art241,Cuculiformes,Ecuador,El Oro,Balsas,El Palmal,-3.768694,-79.860972,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art005,Peru,La Libertad,Pacasmayo,Guadalupe,AVES,Historia natural,art005,Passeriformes,Peru,La Libertad,Pacasmayo,Guadalupe,-7.246057,-79.476163,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art006,Peru,La Libertad,Pacasmayo,Guadalupe,AVES,Historia natural,art006,Passeriformes,Peru,La Libertad,Pacasmayo,Guadalupe,-7.246057,-79.476163,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art008,Peru,La Libertad,Pacasmayo,Guadalupe,AVES,Historia natural,art008,Apodiformes,Peru,La Libertad,Pacasmayo,Guadalupe,-7.246057,-79.476163,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art009,Peru,La Libertad,Pacasmayo,Guadalupe,AVES,Historia natural,art009,Passeriformes,Peru,La Libertad,Pacasmayo,Guadalupe,-7.246057,-79.476163,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art188,Peru,Lambayeque,Olmos,Hacienda Boca Chica,AVES,Historia natural,art188,Falconiformes,Peru,Lambayeque,Olmos,Hacienda Boca Chica,-5.5,-79.716667,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art268,Ecuador,Manabí,Puerto López,Hacienda Tocuyo,AVES,Historia natural,art268,Apodiformes,Ecuador,Manabí,Puerto López,Hacienda Tocuyo,-1.615,-80.831667,AVES,Historia natural,NA,NA,Bosques lluviosos
art155,Ecuador,El Oro,Machala,Isla de Jambelí,AVES,Historia natural,art155,Charadriiformes,Ecuador,El Oro,Machala,Isla de Jambelí,-3.254206,-80.036639,AVES,Historia natural,NA,NA,Bosques lluviosos
art175,Peru,Piura,Paita,Isla la Foca,AVES,Historia natural,art175,Charadriiformes,Peru,Piura,Paita,Isla la Foca,-5.209906,-81.20576,AVES,Historia natural,NA,NA,Bosques lluviosos
art085,Peru,Lambayeque,Isla Lobos de Afuera,Isla Lobos de Afuera,AVES,Historia natural,art085,Suliformes,Peru,Lambayeque,Isla Lobos de Afuera,Isla Lobos de Afuera,-6.9487,-80.719102,AVES,Historia natural,NA,NA,Bosques lluviosos
art175,Peru,Lambayeque,Isla Lobos de Afuera,Isla Lobos de Afuera,AVES,Historia natural,art175,Charadriiformes,Peru,Lambayeque,Isla Lobos de Afuera,Isla Lobos de Afuera,-6.9487,-80.719102,AVES,Historia natural,NA,NA,Bosques lluviosos
art178,Peru,Lambayeque,Isla Lobos de Afuera,Isla Lobos de Afuera,AVES,Historia natural,art178,Passeriformes,Peru,Lambayeque,Isla Lobos de Afuera,Isla Lobos de Afuera,-6.9487,-80.719102,AVES,Historia natural,NA,NA,Bosques lluviosos
art105,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,AVES,Historia natural,art105,Suliformes,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,-6.437813,-80.859788,AVES,Historia natural,NA,NA,Bosques lluviosos
art139,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,AVES,Historia natural,art139,Suliformes,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,-6.437813,-80.859788,AVES,Historia natural,NA,NA,Bosques lluviosos
art140,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,AVES,Historia natural,art140,Suliformes,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,-6.437813,-80.859788,AVES,Historia natural,NA,NA,Bosques lluviosos
art175,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,AVES,Historia natural,art175,Charadriiformes,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,-6.437813,-80.859788,AVES,Historia natural,NA,NA,Bosques lluviosos
art180,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,AVES,Historia natural,art180,Suliformes,Peru,Piura,Isla Lobos de Tierra,Isla Lobos de Tierra,-6.437813,-80.859788,AVES,Historia natural,NA,NA,Bosques lluviosos
art042,Peru,La Libertad,Isla Macabí,Isla Macabí,AVES,Historia natural,art042,Sphenisciformes,Peru,La Libertad,Isla Macabí,Isla Macabí,-7.8,-79.5,AVES,Historia natural,NA,NA,Bosques lluviosos
art160,Ecuador,Guayas,Isla Puna,Isla Puna,AVES,Historia natural,art160,Culumbiformes,Ecuador,Guayas,Isla Puna,Isla Puna,-2.854819,-80.142857,AVES,Historia natural,NA,NA,Bosques lluviosos
art212,Ecuador,El Oro,Isla Santa Clara,Isla Santa Clara,AVES,Historia natural,art212,Suliformes,Ecuador,El Oro,Isla Santa Clara,Isla Santa Clara,-3.17188,-80.434262,AVES,Historia natural,NA,NA,Bosques lluviosos
art005,Peru,Piura,Piura,La Laja,AVES,Historia natural,art005,Passeriformes,Peru,Piura,Piura,La Laja,-6.889729,-79.117727,AVES,Historia natural,Peruvian Yungas,Peru,Bosques lluviosos
art006,Peru,Piura,Piura,La Laja,AVES,Historia natural,art006,Passeriformes,Peru,Piura,Piura,La Laja,-6.889729,-79.117727,AVES,Historia natural,Peruvian Yungas,Peru,Bosques lluviosos
art262,Ecuador,El Oro,Pasaje,La Loma,AVES,Historia natural,art262,Accipitriformes,Ecuador,El Oro,Pasaje,La Loma,-3.333333,-79.766667,AVES,Historia natural,Tumbes-Piura dry forests,Ecuador,Bosques secos
art050,Ecuador,El Oro,Machala,La Puente,AVES,Historia natural,art050,Apodiformes,Ecuador,El Oro,Machala,La Puente,-3.281951,-79.957507,AVES,Historia natural,South American Pacific mangroves,Ecuador,Bosques secos
art213,Ecuador,El Oro,Santa Rosa,La Tembladera,AVES,Historia natural,art213,Podicipediformes,Ecuador,El Oro,Santa Rosa,La Tembladera,-3.4904,-79.9967,AVES,Historia natural,Tumbes-Piura dry forests,Ecuador,Bosques secos
art128,Peru,Piura,Sechura,Laguna Ñapique,AVES,Historia natural,art128,Podicipediformes,Peru,Piura,Sechura,Laguna Ñapique,-5.548889,-80.698228,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art007,Peru,Lambayeque,Lambayeque,Lambayeque,AVES,Historia natural,art007,Piciformes,Peru,Lambayeque,Lambayeque,Lambayeque,-6.477653,-79.91927,AVES,Historia natural,Sechura desert,Peru,Bosques secos
art167,Ecuador,Manabí,Puerto López,Las Goteras,AVES,Historia natural,art167,Passeriformes,Ecuador,Manabí,Puerto López,Las Goteras,-1.533333,-80.766667,AVES,Historia natural,Ecuadorian dry forests,Ecuador,Bosques secos
art052,Peru,Lambayeque,Lambayeque,Las Pampas,AVES,Historia natural,art052,Caprimulgiformes,Peru,Lambayeque,Lambayeque,Las Pampas,-5.881672,-79.782778,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art065,Peru,Lambayeque,Lambayeque,Las Pampas,AVES,Historia natural,art065,Passeriformes,Peru,Lambayeque,Lambayeque,Las Pampas,-5.881672,-79.782778,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art268,Ecuador,Manabí,Puerto López,Las Tunas,AVES,Historia natural,art268,Apodiformes,Ecuador,Manabí,Puerto López,Las Tunas,-1.656667,-80.805,AVES,Historia natural,Ecuadorian dry forests,Ecuador,Bosques secos
art208,Ecuador,Loja,Mácara,Macará-Loja road,AVES,Historia natural,art208,Passeriformes,Ecuador,Loja,Mácara,Macará-Loja road,-4.1838,-79.8667,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art052,Ecuador,Loja,Zapotillo,Mangahurco,AVES,Historia natural,art052,Caprimulgiformes,Ecuador,Loja,Zapotillo,Mangahurco,-4.15569,-80.431261,AVES,Historia natural,Tumbes-Piura dry forests,Ecuador,Bosques secos
art228,Ecuador,Loja,Zapotillo,Mangahurco,AVES,Historia natural,art228,Strigiformes,Ecuador,Loja,Zapotillo,Mangahurco,-4.116667,-80.333333,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
art208,Peru,Tumbes,Tumbes,Manglares de Tumbes,AVES,Historia natural,art208,Suliformes,Peru,Tumbes,Tumbes,Manglares de Tumbes,-3.425229,-80.271159,AVES,Historia natural,NA,NA,Bosques lluviosos
art185,Peru,Piura,Sechura,Manglares San Pedro de Vice,AVES,Historia natural,art185,Passeriformes,Peru,Piura,Sechura,Manglares San Pedro de Vice,-5.5,-80.866667,AVES,Historia natural,South American Pacific mangroves,Peru,Bosques secos
art065,Peru,Lambayeque,Lambayeque,Ñaupe,AVES,Historia natural,art065,Passeriformes,Peru,Lambayeque,Lambayeque,Ñaupe,-5.566669,-79.900004,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art005,Peru,Lambayeque,Lambayeque,Olmos,AVES,Historia natural,art005,Passeriformes,Peru,Lambayeque,Lambayeque,Olmos,-5.987342,-79.745596,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art006,Peru,Lambayeque,Lambayeque,Olmos,AVES,Historia natural,art006,Passeriformes,Peru,Lambayeque,Lambayeque,Olmos,-5.987342,-79.745596,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art007,Peru,Lambayeque,Lambayeque,Olmos,AVES,Historia natural,art007,Piciformes,Peru,Lambayeque,Lambayeque,Olmos,-5.987342,-79.745596,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art008,Peru,Lambayeque,Lambayeque,Olmos,AVES,Historia natural,art008,Apodiformes,Peru,Lambayeque,Lambayeque,Olmos,-5.987342,-79.745596,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art054,Peru,Lambayeque,Lambayeque,Olmos,AVES,Historia natural,art054,Accipitriformes,Peru,Lambayeque,Lambayeque,Olmos,-5.987342,-79.745596,AVES,Historia natural,Tumbes-Piura dry forests,Peru,Bosques secos
art005,Peru,Piura,Palambla,Palambla,AVES,Historia natural,art005,Passeriformes,Peru,Piura,Palambla,Palambla,-5.389742,-79.609506,AVES,Historia natural,Eastern Cordillera real montane forests,Peru,Bosques secos
art006,Peru,Piura,Palambla,Palambla,AVES,Historia natural,art006,Passeriformes,Peru,Piura,Palambla,Palambla,-5.389742,-79.609506,AVES,Historia natural,Eastern Cordillera real montane forests,Peru,Bosques secos
art007,Peru,Piura,Palambla,Palambla,AVES,Historia natural,art007,Piciformes,Peru,Piura,Palambla,Palambla,-5.389742,-79.609506,AVES,Historia natural,Eastern Cordillera real montane forests,Peru,Bosques secos
art008,Peru,Piura,Palambla,Palambla,AVES,Historia natural,art008,Apodiformes,Peru,Piura,Palambla,Palambla,-5.389742,-79.609506,AVES,Historia natural,Eastern Cordillera real montane forests,Peru,Bosques secos
art009,Peru,Piura,Palambla,Palambla,AVES,Historia natural,art009,Passeriformes,Peru,Piura,Palambla,Palambla,-5.389742,-79.609506,AVES,Historia natural,Eastern Cordillera real montane forests,Peru,Bosques secos
art031,Peru,Piura,Palambla,Palambla,AVES,Historia natural,art031,Passeriformes,Peru,Piura,Palambla,Palambla,-5.389742,-79.609506,AVES,Historia natural,Eastern Cordillera real montane forests,Peru,Bosques secos
art193,Ecuador,Manabí,Puerto López,Parque Nacional Machalilla,AVES,Historia natural,art193,Passeriformes,Ecuador,Manabí,Puerto López,Parque Nacional Machalilla,-1.5625,-80.83,AVES,Historia natural,NA,NA,Bosques lluviosos
art050,Ecuador,El Oro,Piñas,Piñas,AVES,Historia natural,art050,Piciformes,Ecuador,El Oro,Piñas,Piñas,-3.680383,-79.682535,AVES,Historia natural,Eastern Cordillera real montane forests,Ecuador,Bosques secos
